time_s,amplitude_mV
5.4480,0.98793
5.4520,1.31102
5.4560,1.43971
5.4600,1.42516
5.4640,1.23631
5.4680,0.88648
5.4720,0.47194
5.4760,0.08526
5.4800,-0.23582
5.4840,-0.52712
5.4880,-0.66923
5.4920,-0.70139
5.4960,-0.67250
5.5000,-0.56892
5.5040,-0.49157
5.5080,-0.37269
5.5120,-0.30428
5.5160,-0.19013
5.5200,-0.13138
5.5240,-0.10690
5.5280,-0.08370
5.5320,-0.05103
5.5360,-0.00514
5.5400,-0.05977
5.5440,-0.03007
5.5480,-0.03780
5.5520,-0.07082
5.5560,-0.01761
5.5600,-0.02732
5.5640,-0.03836
5.5680,-0.02663
5.5720,-0.03177
5.5760,0.00116
5.5800,-0.02896
5.5840,-0.03719
5.5880,-0.00940
5.5920,-0.01476
5.5960,0.02709
5.6000,0.00296
5.6040,0.03176
5.6080,0.01629
5.6120,0.00319
5.6160,0.06764
5.6200,0.03040
5.6240,0.04132
5.6280,0.07693
5.6320,0.08569
5.6360,0.08550
5.6400,0.09459
5.6440,0.12726
5.6480,0.13401
5.6520,0.13454
5.6560,0.13478
5.6600,0.11052
5.6640,0.16132
5.6680,0.16070
5.6720,0.20713
5.6760,0.18972
5.6800,0.20000
5.6840,0.21030
5.6880,0.23502
5.6920,0.23176
5.6960,0.25706
5.7000,0.27734
5.7040,0.26771
5.7080,0.28507
5.7120,0.29101
5.7160,0.29747
5.7200,0.26906
5.7240,0.28468
5.7280,0.30519
5.7320,0.30811
5.7360,0.30402
5.7400,0.26491
5.7440,0.28530
5.7480,0.26757
5.7520,0.31910
5.7560,0.26531
5.7600,0.28492
5.7640,0.28866
5.7680,0.25528
5.7720,0.24082
5.7760,0.24859
5.7800,0.20787
5.7840,0.22871
5.7880,0.20943
5.7920,0.21381
5.7960,0.16585
5.8000,0.19398
5.8040,0.18703
5.8080,0.14701
5.8120,0.15356
5.8160,0.13510
5.8200,0.14787
5.8240,0.12381
5.8280,0.09991
5.8320,0.06422
5.8360,0.05920
5.8400,0.06215
5.8440,0.04682
5.8480,0.04015
5.8520,0.05841
5.8560,0.03587
5.8600,0.04056
5.8640,0.01832
5.8680,0.00938
5.8720,-0.00525
5.8760,-0.01863
5.8800,-0.00379
5.8840,0.01024
5.8880,-0.01626
5.8920,-0.00805
5.8960,-0.03770
5.9000,-0.03103
5.9040,-0.02935
5.9080,-0.02821
5.9120,-0.03453
5.9160,-0.03626
5.9200,-0.04108
5.9240,-0.03172
5.9280,-0.03455
5.9320,-0.04771
5.9360,-0.05528
5.9400,-0.05514
5.9440,-0.01891
5.9480,-0.04010
5.9520,-0.03176
5.9560,-0.03365
5.9600,-0.04493
5.9640,-0.04146
5.9680,-0.04057
5.9720,-0.06958
5.9760,-0.04064
5.9800,-0.05728
5.9840,-0.05817
5.9880,-0.04278
5.9920,-0.00520
5.9960,-0.07212
6.0000,-0.07708
6.0040,-0.04463
6.0080,-0.07563
6.0120,-0.04715
6.0160,-0.07541
6.0200,-0.03622
6.0240,-0.04237
6.0280,-0.05351
6.0320,-0.01902
6.0360,-0.03149
6.0400,-0.02136
6.0440,-0.04413
6.0480,-0.01587
6.0520,-0.03269
6.0560,0.02682
6.0600,0.01272
6.0640,0.01006
6.0680,0.03291
6.0720,0.02877
6.0760,0.03400
6.0800,0.04951
6.0840,0.03078
6.0880,0.06128
6.0920,0.08087
6.0960,0.07516
6.1000,0.12500
6.1040,0.09417
6.1080,0.10766
6.1120,0.13613
6.1160,0.11875
6.1200,0.13760
6.1240,0.10447
6.1280,0.07431
6.1320,0.05313
6.1360,0.06371
6.1400,0.07674
6.1440,0.07790
6.1480,0.06877
6.1520,0.02361
6.1560,0.02339
6.1600,0.03070
6.1640,-0.01846
6.1680,-0.00714
6.1720,0.00222
6.1760,-0.00539
6.1800,-0.00004
6.1840,-0.01809
6.1880,-0.02981
6.1920,-0.04447
6.1960,-0.03385
6.2000,-0.05371
6.2040,-0.05483
6.2080,-0.11321
6.2120,-0.10585
6.2160,-0.20092
6.2200,-0.27400
6.2240,-0.35418
6.2280,-0.46522
6.2320,-0.57582
6.2360,-0.67916
6.2400,-0.73773
6.2440,-0.66347
6.2480,-0.50357
6.2520,-0.25166
6.2560,0.10624
6.2600,0.49159
6.2640,0.88655
6.2680,1.21036
6.2720,1.43561
6.2760,1.45947
6.2800,1.30945
6.2840,1.01644
6.2880,0.62837
6.2920,0.21604
6.2960,-0.14063
6.3000,-0.45085
6.3040,-0.59788
6.3080,-0.67296
6.3120,-0.65675
6.3160,-0.59051
6.3200,-0.51288
6.3240,-0.37795
6.3280,-0.29091
6.3320,-0.20297
6.3360,-0.13370
6.3400,-0.09874
6.3440,-0.06529
6.3480,-0.03509
6.3520,-0.02023
6.3560,-0.01550
6.3600,0.01519
6.3640,0.01220
6.3680,-0.01575
6.3720,-0.01290
6.3760,-0.00619
6.3800,-0.00044
6.3840,0.01682
6.3880,-0.01475
6.3920,-0.01023
6.3960,0.00083
6.4000,0.05194
6.4040,0.03087
6.4080,-0.00817
6.4120,0.02274
6.4160,-0.00098
6.4200,0.03922
6.4240,0.03654
6.4280,0.06652
6.4320,0.07435
6.4360,0.08811
6.4400,0.07660
6.4440,0.09041
6.4480,0.10796
6.4520,0.11025
6.4560,0.09902
6.4600,0.10822
6.4640,0.14116
6.4680,0.12043
6.4720,0.18209
6.4760,0.15532
6.4800,0.19980
6.4840,0.19088
6.4880,0.18342
6.4920,0.22262
6.4960,0.22626
6.5000,0.22304
6.5040,0.27089
6.5080,0.26755
6.5120,0.27558
6.5160,0.31270
6.5200,0.27396
6.5240,0.32821
6.5280,0.32366
6.5320,0.32588
6.5360,0.28754
6.5400,0.33847
6.5440,0.32974
6.5480,0.36189
6.5520,0.33811
6.5560,0.31810
6.5600,0.33076
6.5640,0.33047
6.5680,0.34005
6.5720,0.32600
6.5760,0.34259
6.5800,0.33113
6.5840,0.30431
6.5880,0.33401
6.5920,0.30077
6.5960,0.27234
6.6000,0.26877
6.6040,0.28815
6.6080,0.27607
6.6120,0.25871
6.6160,0.21938
6.6200,0.21088
6.6240,0.20320
6.6280,0.22224
6.6320,0.18679
6.6360,0.18558
6.6400,0.14085
6.6440,0.11781
6.6480,0.14102
6.6520,0.13961
6.6560,0.12414
6.6600,0.11809
6.6640,0.10028
6.6680,0.09772
6.6720,0.09304
6.6760,0.07348
6.6800,0.05247
6.6840,0.06068
6.6880,0.07834
6.6920,0.01802
6.6960,0.03869
6.7000,0.04363
6.7040,0.01786
6.7080,0.05954
6.7120,0.02946
6.7160,0.03397
6.7200,0.01468
6.7240,0.01499
6.7280,0.02031
6.7320,0.01311
6.7360,0.01041
6.7400,0.00355
6.7440,0.02519
6.7480,-0.00693
6.7520,0.03208
6.7560,0.01951
6.7600,0.00993
6.7640,0.02200
6.7680,-0.00712
6.7720,0.00997
6.7760,-0.00403
6.7800,0.01144
6.7840,0.00285
6.7880,-0.00486
6.7920,-0.00308
6.7960,0.01724
6.8000,0.00152
6.8040,-0.00535
6.8080,0.01501
6.8120,0.01937
6.8160,0.01181
6.8200,-0.00545
6.8240,0.03155
6.8280,0.01402
6.8320,0.03651
6.8360,0.01400
6.8400,0.03006
6.8440,-0.00830
6.8480,0.01170
6.8520,0.01109
6.8560,0.04512
6.8600,0.01111
6.8640,0.00231
6.8680,0.01430
6.8720,0.01287
6.8760,0.02594
6.8800,0.01417
6.8840,0.01807
6.8880,0.04757
6.8920,0.00714
6.8960,0.05726
6.9000,0.06732
6.9040,0.07446
6.9080,0.04328
6.9120,0.05482
6.9160,0.08462
6.9200,0.09758
6.9240,0.08378
6.9280,0.13463
6.9320,0.15397
6.9360,0.12940
6.9400,0.14316
6.9440,0.18387
6.9480,0.16902
6.9520,0.17447
6.9560,0.17655
6.9600,0.14566
6.9640,0.16057
6.9680,0.19383
6.9720,0.15307
6.9760,0.18138
6.9800,0.16757
6.9840,0.13665
6.9880,0.15240
6.9920,0.13913
6.9960,0.14995
7.0000,0.11366
7.0040,0.10376
7.0080,0.07530
7.0120,0.11220
7.0160,0.04204
7.0200,0.06976
7.0240,0.06693
7.0280,0.06208
7.0320,0.05696
7.0360,0.04370
7.0400,0.06309
7.0440,0.04773
7.0480,0.03305
7.0520,0.03567
7.0560,-0.04115
7.0600,-0.07837
7.0640,-0.13539
7.0680,-0.24183
7.0720,-0.30496
7.0760,-0.44087
7.0800,-0.53808
7.0840,-0.60852
7.0880,-0.63054
7.0920,-0.57374
7.0960,-0.37689
7.1000,-0.11389
7.1040,0.27407
7.1080,0.67802
7.1120,1.08115
7.1160,1.37896
7.1200,1.52030
7.1240,1.51332
7.1280,1.32319
7.1320,0.99778
7.1360,0.56728
7.1400,0.14467
7.1440,-0.17095
7.1480,-0.46374
7.1520,-0.57613
7.1560,-0.65161
7.1600,-0.58954
7.1640,-0.52859
7.1680,-0.43260
7.1720,-0.32143
7.1760,-0.19022
7.1800,-0.14532
7.1840,-0.04695
7.1880,-0.01224
7.1920,0.03257
7.1960,0.04817
7.2000,0.05993
7.2040,0.02617
7.2080,0.04097
7.2120,0.06242
7.2160,0.04521
7.2200,0.05697
7.2240,0.03695
7.2280,0.06720
7.2320,0.06269
7.2360,0.04871
7.2400,0.08804
7.2440,0.05450
7.2480,0.08464
7.2520,0.09744
7.2560,0.08451
7.2600,0.08901
7.2640,0.11164
7.2680,0.12263
7.2720,0.10733
7.2760,0.10582
7.2800,0.10578
7.2840,0.12084
7.2880,0.16348
7.2920,0.12163
7.2960,0.14785
7.3000,0.14714
7.3040,0.16423
7.3080,0.19118
7.3120,0.19968
7.3160,0.20610
7.3200,0.22542
7.3240,0.23948
7.3280,0.22468
7.3320,0.26276
7.3360,0.26111
7.3400,0.27516
7.3440,0.28816
7.3480,0.28940
7.3520,0.29215
7.3560,0.32889
7.3600,0.34810
7.3640,0.34340
7.3680,0.33923
7.3720,0.37348
7.3760,0.39418
7.3800,0.38047
7.3840,0.41371
7.3880,0.38715
7.3920,0.39929
7.3960,0.39562
7.4000,0.41051
7.4040,0.40561
7.4080,0.41133
7.4120,0.39758
7.4160,0.40555
7.4200,0.40118
7.4240,0.37877
7.4280,0.36874
7.4320,0.33905
7.4360,0.37657
7.4400,0.35471
7.4440,0.32721
7.4480,0.33881
7.4520,0.34568
7.4560,0.31723
7.4600,0.30756
7.4640,0.30135
7.4680,0.27961
7.4720,0.27754
7.4760,0.24012
7.4800,0.23398
7.4840,0.20199
7.4880,0.20839
7.4920,0.19902
7.4960,0.18417
7.5000,0.17586
7.5040,0.14426
7.5080,0.15915
7.5120,0.16593
7.5160,0.15534
7.5200,0.13218
7.5240,0.13674
7.5280,0.11509
7.5320,0.12072
7.5360,0.11165
7.5400,0.09789
7.5440,0.06673
7.5480,0.05663
7.5520,0.09282
7.5560,0.06557
7.5600,0.08750
7.5640,0.10324
7.5680,0.08193
7.5720,0.06426
7.5760,0.07982
7.5800,0.08673
7.5840,0.06058
7.5880,0.07764
7.5920,0.06179
7.5960,0.06377
7.6000,0.03946
7.6040,0.05073
7.6080,0.04169
7.6120,0.04828
7.6160,0.04175
7.6200,0.06265
7.6240,0.03488
7.6280,0.03967
7.6320,0.05425
7.6360,0.04437
7.6400,0.04003
7.6440,0.06712
7.6480,0.04435
7.6520,0.06982
7.6560,0.03293
7.6600,0.00496
7.6640,0.04915
7.6680,0.05000
7.6720,0.07096
7.6760,0.03360
7.6800,0.05128
7.6840,0.03290
7.6880,0.05547
7.6920,0.06524
7.6960,0.05531
7.7000,0.04173
7.7040,0.05994
7.7080,0.07983
7.7120,0.07445
7.7160,0.05641
7.7200,0.05046
7.7240,0.07587
7.7280,0.09431
7.7320,0.09288
7.7360,0.08535
7.7400,0.09309
7.7440,0.12576
7.7480,0.12388
7.7520,0.11727
7.7560,0.13400
7.7600,0.16346
7.7640,0.17101
7.7680,0.16606
7.7720,0.18785
7.7760,0.18132
7.7800,0.17231
7.7840,0.20598
7.7880,0.18848
7.7920,0.18429
7.7960,0.21540
7.8000,0.20039
7.8040,0.18014
7.8080,0.14618
7.8120,0.17018
7.8160,0.14747
7.8200,0.12884
7.8240,0.09895
7.8280,0.14314
7.8320,0.08608
7.8360,0.11782
7.8400,0.08948
7.8440,0.06371
7.8480,0.08116
7.8520,0.05317
7.8560,0.04655
7.8600,0.05155
7.8640,0.04201
7.8680,0.02538
7.8720,0.02954
7.8760,0.01913
7.8800,0.00074
7.8840,-0.06732
7.8880,-0.11443
7.8920,-0.20681
7.8960,-0.26456
7.9000,-0.37475
7.9040,-0.50906
7.9080,-0.56999
7.9120,-0.64202
7.9160,-0.60652
7.9200,-0.46728
7.9240,-0.21138
7.9280,0.13694
7.9320,0.52996
7.9360,0.94639
7.9400,1.28286
7.9440,1.50872
7.9480,1.51673
7.9520,1.40699
7.9560,1.10917
7.9600,0.74101
7.9640,0.32653
7.9680,-0.09085
7.9720,-0.35018
7.9760,-0.56737
7.9800,-0.62057
7.9840,-0.61772
7.9880,-0.55620
7.9920,-0.44044
7.9960,-0.33162
8.0000,-0.21751
8.0040,-0.16964
8.0080,-0.07352
8.0120,-0.04900
8.0160,-0.00886
8.0200,0.00577
8.0240,0.02002
8.0280,0.03477
8.0320,0.02946
8.0360,0.01438
8.0400,0.06775
8.0440,0.04038
8.0480,0.03663
8.0520,0.05687
8.0560,0.03925
8.0600,0.03794
8.0640,0.07532
8.0680,0.04741
8.0720,0.08036
8.0760,0.09241
8.0800,0.04386
8.0840,0.04425
8.0880,0.07132
8.0920,0.09439
8.0960,0.07293
8.1000,0.08176
8.1040,0.07558
8.1080,0.12349
8.1120,0.09986
8.1160,0.10622
8.1200,0.14327
8.1240,0.14956
8.1280,0.15050
8.1320,0.14324
8.1360,0.16455
8.1400,0.17082
8.1440,0.18767
8.1480,0.22027
8.1520,0.22192
8.1560,0.20767
8.1600,0.21636
8.1640,0.25494
8.1680,0.26971
8.1720,0.26246
8.1760,0.26872
8.1800,0.26931
8.1840,0.31584
8.1880,0.32179
8.1920,0.32968
8.1960,0.33936
8.2000,0.33061
8.2040,0.34573
8.2080,0.34146
8.2120,0.34649
8.2160,0.32454
8.2200,0.35772
8.2240,0.36733
8.2280,0.37162
8.2320,0.34300
8.2360,0.38072
8.2400,0.37261
8.2440,0.33684
8.2480,0.33290
8.2520,0.34776
8.2560,0.32744
8.2600,0.31288
8.2640,0.30238
8.2680,0.29753
8.2720,0.30920
8.2760,0.27272
8.2800,0.26617
8.2840,0.27089
8.2880,0.26535
8.2920,0.22727
8.2960,0.20993
8.3000,0.21115
8.3040,0.20365
8.3080,0.16814
8.3120,0.20755
8.3160,0.14864
8.3200,0.15988
8.3240,0.12412
8.3280,0.13790
8.3320,0.14363
8.3360,0.09782
8.3400,0.06881
8.3440,0.09434
8.3480,0.07838
8.3520,0.04497
8.3560,0.08788
8.3600,0.04838
8.3640,0.03078
8.3680,0.07037
8.3720,0.04118
8.3760,0.04024
8.3800,0.03542
8.3840,0.05562
8.3880,0.02272
8.3920,-0.00003
8.3960,-0.02722
8.4000,0.00244
8.4040,0.03169
8.4080,-0.00443
8.4120,-0.00557
8.4160,0.02364
8.4200,0.00824
8.4240,-0.00965
8.4280,0.00210
8.4320,-0.00366
8.4360,0.00192
8.4400,-0.00494
8.4440,-0.00330
8.4480,-0.02619
8.4520,0.00316
8.4560,-0.00159
8.4600,-0.00095
8.4640,-0.00118
8.4680,-0.01184
8.4720,-0.01630
8.4760,-0.05982
8.4800,-0.01077
8.4840,-0.05781
8.4880,-0.00811
8.4920,-0.00318
8.4960,-0.00402
8.5000,-0.01716
8.5040,-0.00147
8.5080,0.00627
8.5120,-0.01758
8.5160,-0.01492
8.5200,0.00670
8.5240,-0.00823
8.5280,0.02611
8.5320,-0.01105
8.5360,0.00083
8.5400,-0.01405
8.5440,0.00758
8.5480,0.00122
8.5520,-0.01013
8.5560,-0.00779
8.5600,0.03434
8.5640,0.02455
8.5680,0.04449
8.5720,0.05473
8.5760,0.05919
8.5800,0.10114
8.5840,0.08218
8.5880,0.08619
8.5920,0.08866
8.5960,0.12357
8.6000,0.11077
8.6040,0.13996
8.6080,0.13211
8.6120,0.11773
8.6160,0.13033
8.6200,0.12883
8.6240,0.10327
8.6280,0.11284
8.6320,0.10658
8.6360,0.09343
8.6400,0.09147
8.6440,0.06974
8.6480,0.08492
8.6520,0.08876
8.6560,0.03418
8.6600,0.00176
8.6640,0.02700
8.6680,0.01968
8.6720,0.00758
8.6760,-0.02044
8.6800,-0.00224
8.6840,-0.00090
8.6880,-0.03219
8.6920,0.00049
8.6960,-0.04940
8.7000,-0.03992
8.7040,-0.07649
8.7080,-0.13085
8.7120,-0.15970
8.7160,-0.23156
8.7200,-0.28027
8.7240,-0.41040
8.7280,-0.51014
8.7320,-0.61494
8.7360,-0.69613
8.7400,-0.69673
8.7440,-0.55625
8.7480,-0.38717
8.7520,-0.05403
8.7560,0.32564
8.7600,0.75528
8.7640,1.14006
8.7680,1.36279
8.7720,1.44825
8.7760,1.40040
8.7800,1.12025
8.7840,0.79232
8.7880,0.36896
8.7920,-0.00902
8.7960,-0.33645
8.8000,-0.58352
8.8040,-0.65635
8.8080,-0.68273
8.8120,-0.66442
8.8160,-0.57263
8.8200,-0.45054
8.8240,-0.35686
8.8280,-0.26144
8.8320,-0.15807
8.8360,-0.12160
8.8400,-0.07572
8.8440,-0.03234
8.8480,-0.05261
8.8520,-0.05085
8.8560,-0.03845
8.8600,-0.01941
8.8640,-0.02928
8.8680,-0.05882
8.8720,-0.03936
8.8760,-0.04937
8.8800,-0.04123
8.8840,-0.04601
8.8880,-0.01267
8.8920,-0.00505
8.8960,-0.01643
8.9000,-0.02628
8.9040,-0.00451
8.9080,-0.00152
8.9120,-0.01108
8.9160,-0.00399
8.9200,0.01269
8.9240,0.01686
8.9280,0.01873
8.9320,0.03513
8.9360,0.04445
8.9400,0.06121
8.9440,0.07788
8.9480,0.06471
8.9520,0.08628
8.9560,0.10084
8.9600,0.07525
8.9640,0.11216
8.9680,0.11867
8.9720,0.13910
8.9760,0.17700
8.9800,0.15493
8.9840,0.18249
8.9880,0.19773
8.9920,0.20313
8.9960,0.21492
9.0000,0.20075
9.0040,0.22688
9.0080,0.23973
9.0120,0.24674
9.0160,0.24790
9.0200,0.27682
9.0240,0.27429
9.0280,0.26134
9.0320,0.27841
9.0360,0.27084
9.0400,0.27439
9.0440,0.30952
9.0480,0.30772
9.0520,0.32574
9.0560,0.28215
9.0600,0.30692
9.0640,0.30374
9.0680,0.30075
9.0720,0.29763
9.0760,0.28971
9.0800,0.27516
9.0840,0.25518
9.0880,0.27304
9.0920,0.21091
9.0960,0.22347
9.1000,0.22925
9.1040,0.20117
9.1080,0.20909
9.1120,0.17927
9.1160,0.20238
9.1200,0.16099
9.1240,0.14498
9.1280,0.13914
9.1320,0.13870
9.1360,0.11120
9.1400,0.09115
9.1440,0.09219
9.1480,0.06984
9.1520,0.07264
9.1560,0.06296
9.1600,0.04612
9.1640,0.05696
9.1680,0.05415
9.1720,0.00312
9.1760,0.05049
9.1800,0.01715
9.1840,0.01343
9.1880,-0.01741
9.1920,-0.03366
9.1960,0.01979
9.2000,-0.00868
9.2040,0.00159
9.2080,-0.01077
9.2120,-0.04120
9.2160,-0.02894
9.2200,-0.02902
9.2240,-0.03248
9.2280,-0.03658
9.2320,-0.02583
9.2360,-0.05166
9.2400,-0.05526
9.2440,-0.04860
9.2480,-0.03833
9.2520,-0.05317
9.2560,-0.04797
9.2600,-0.03190
9.2640,-0.03628
9.2680,-0.05380
9.2720,-0.08809
9.2760,-0.06556
9.2800,-0.04857
9.2840,-0.03984
9.2880,-0.06184
9.2920,-0.04077
9.2960,-0.05451
9.3000,-0.04141
9.3040,-0.06725
9.3080,-0.05148
9.3120,-0.05108
9.3160,-0.04138
9.3200,-0.05856
9.3240,-0.04475
9.3280,-0.06523
9.3320,-0.05350
9.3360,-0.08277
9.3400,-0.05646
9.3440,-0.06212
9.3480,-0.03777
9.3520,-0.05462
9.3560,-0.03716
9.3600,-0.03612
9.3640,-0.04370
9.3680,-0.03236
9.3720,0.00004
9.3760,-0.03441
9.3800,-0.04160
9.3840,-0.02684
9.3880,-0.00716
9.3920,0.00338
9.3960,0.00211
9.4000,0.01203
9.4040,0.02085
9.4080,-0.00400
9.4120,0.05147
9.4160,0.05631
9.4200,0.07102
9.4240,0.08883
9.4280,0.09363
9.4320,0.10746
9.4360,0.09801
9.4400,0.09474
9.4440,0.11441
9.4480,0.08379
9.4520,0.12414
9.4560,0.09837
9.4600,0.10468
9.4640,0.08252
9.4680,0.08558
9.4720,0.08890
9.4760,0.05216
9.4800,0.03732
9.4840,0.04431
9.4880,0.02221
9.4920,0.04814
9.4960,0.01410
9.5000,0.00757
9.5040,0.00040
9.5080,-0.01948
9.5120,-0.02616
9.5160,0.01398
9.5200,0.00406
9.5240,-0.03539
9.5280,-0.03545
9.5320,-0.03595
9.5360,-0.06658
9.5400,-0.09807
9.5440,-0.11701
9.5480,-0.16189
9.5520,-0.22067
9.5560,-0.30781
9.5600,-0.43311
9.5640,-0.53880
9.5680,-0.64388
9.5720,-0.67828
9.5760,-0.70106
9.5800,-0.55724
9.5840,-0.37361
9.5880,-0.02790
9.5920,0.37350
9.5960,0.76900
9.6000,1.12609
9.6040,1.39053
9.6080,1.46631
9.6120,1.36454
9.6160,1.11485
9.6200,0.75673
9.6240,0.36488
9.6280,-0.05013
9.6320,-0.34515
9.6360,-0.58545
9.6400,-0.67756
9.6440,-0.70450
9.6480,-0.64895
9.6520,-0.54045
9.6560,-0.43754
9.6600,-0.31537
9.6640,-0.24024
9.6680,-0.18838
9.6720,-0.13856
9.6760,-0.09585
9.6800,-0.03942
9.6840,-0.03645
9.6880,-0.04578
9.6920,-0.03086
9.6960,-0.00615
9.7000,-0.03752
9.7040,-0.00869
9.7080,-0.00237
9.7120,-0.03312
9.7160,-0.01256
9.7200,-0.03037
9.7240,0.00969
9.7280,-0.00711
9.7320,-0.01501
9.7360,0.00997
9.7400,0.01164
9.7440,0.02361
9.7480,0.00294
9.7520,0.05811
9.7560,0.04212
9.7600,0.03030
9.7640,0.07311
9.7680,0.06059
9.7720,0.05550
9.7760,0.07132
9.7800,0.09286
9.7840,0.10378
9.7880,0.11472
9.7920,0.12216
9.7960,0.14075
9.8000,0.13884
9.8040,0.14794
9.8080,0.16305
9.8120,0.19341
9.8160,0.19288
9.8200,0.17649
9.8240,0.19727
9.8280,0.21135
9.8320,0.23970
9.8360,0.27426
9.8400,0.23782
9.8440,0.24760
9.8480,0.25906
9.8520,0.29098
9.8560,0.29222
9.8600,0.32148
9.8640,0.28944
9.8680,0.32872
9.8720,0.31934
9.8760,0.34906
9.8800,0.33688
9.8840,0.32749
9.8880,0.31919
9.8920,0.35637
9.8960,0.33018
9.9000,0.31618
9.9040,0.31807
9.9080,0.32839
9.9120,0.32439
9.9160,0.30534
9.9200,0.30399
9.9240,0.29258
9.9280,0.30704
9.9320,0.26986
9.9360,0.25695
9.9400,0.24282
9.9440,0.24399
9.9480,0.24889
9.9520,0.22528
9.9560,0.21275
9.9600,0.21757
9.9640,0.20174
9.9680,0.18164
9.9720,0.19635
9.9760,0.13326
9.9800,0.16393
9.9840,0.14532
9.9880,0.10559
9.9920,0.13280
9.9960,0.12349
10.0000,0.09454
10.0040,0.07664
10.0080,0.07254
10.0120,0.09379
10.0160,0.07428
10.0200,0.04495
10.0240,0.07690
10.0280,0.06403
10.0320,0.02720
10.0360,0.04491
10.0400,0.03692
10.0440,0.03483
10.0480,0.04038
10.0520,0.03398
10.0560,0.03856
10.0600,0.02033
10.0640,0.01598
10.0680,0.01736
10.0720,-0.02488
10.0760,0.01291
10.0800,0.03456
10.0840,0.00465
10.0880,-0.00587
10.0920,0.02068
10.0960,0.04967
10.1000,0.00600
10.1040,0.01949
10.1080,0.00557
10.1120,-0.00617
10.1160,0.00601
10.1200,0.00647
10.1240,0.00796
10.1280,-0.00372
10.1320,-0.00582
10.1360,-0.00724
10.1400,0.01422
10.1440,0.01640
10.1480,0.03212
10.1520,0.03241
10.1560,0.00836
10.1600,0.01445
10.1640,0.01585
10.1680,0.01000
10.1720,0.02640
10.1760,0.01719
10.1800,0.01912
10.1840,0.06360
10.1880,0.05945
10.1920,0.05664
10.1960,0.08559
10.2000,0.09663
10.2040,0.11871
10.2080,0.10269
10.2120,0.12190
10.2160,0.12428
10.2200,0.13119
10.2240,0.16338
10.2280,0.16313
10.2320,0.14777
10.2360,0.16824
10.2400,0.17965
10.2440,0.16887
10.2480,0.16940
10.2520,0.20171
10.2560,0.15036
10.2600,0.14739
10.2640,0.17074
10.2680,0.14219
10.2720,0.12882
10.2760,0.10260
10.2800,0.11579
10.2840,0.10911
10.2880,0.10831
10.2920,0.10186
10.2960,0.07935
10.3000,0.05704
10.3040,0.04214
10.3080,0.07614
10.3120,0.03991
10.3160,0.06063
10.3200,0.04842
10.3240,0.02670
10.3280,0.04099
10.3320,0.00346
10.3360,-0.00169
10.3400,-0.06201
10.3440,-0.11805
10.3480,-0.18990
10.3520,-0.25215
10.3560,-0.38588
10.3600,-0.50247
10.3640,-0.61643
10.3680,-0.64678
10.3720,-0.62263
10.3760,-0.50172
10.3800,-0.24198
10.3840,0.13933
10.3880,0.52848
10.3920,0.93191
10.3960,1.25313
10.4000,1.46923
10.4040,1.50592
10.4080,1.41979
10.4120,1.12568
10.4160,0.75059
10.4200,0.35276
10.4240,-0.05451
10.4280,-0.32448
10.4320,-0.55953
10.4360,-0.64690
10.4400,-0.60580
10.4440,-0.54841
10.4480,-0.44810
10.4520,-0.36798
10.4560,-0.22267
10.4600,-0.12690
10.4640,-0.08600
10.4680,-0.03989
10.4720,0.02496
10.4760,0.00702
10.4800,-0.00049
10.4840,0.04669
10.4880,0.03173
10.4920,0.05781
10.4960,0.03892
10.5000,0.04735
10.5040,0.04716
10.5080,0.04515
10.5120,0.05933
10.5160,0.08283
10.5200,0.04906
10.5240,0.07371
10.5280,0.06292
10.5320,0.07383
10.5360,0.09305
10.5400,0.08583
10.5440,0.11502
10.5480,0.07440
10.5520,0.07666
10.5560,0.10571
10.5600,0.12107
10.5640,0.14090
10.5680,0.12365
10.5720,0.14189
10.5760,0.13778
10.5800,0.17618
10.5840,0.18635
10.5880,0.18713
10.5920,0.19300
10.5960,0.20501
10.6000,0.20216
10.6040,0.20570
10.6080,0.25404
10.6120,0.26062
10.6160,0.27116
10.6200,0.26826
10.6240,0.27334
10.6280,0.31387
10.6320,0.31782
10.6360,0.32107
10.6400,0.35347
10.6440,0.37023
10.6480,0.37902
10.6520,0.35631
10.6560,0.37944
10.6600,0.39179
10.6640,0.36274
10.6680,0.42750
10.6720,0.38410
10.6760,0.40834
10.6800,0.40761
10.6840,0.41559
10.6880,0.39463
10.6920,0.38120
10.6960,0.39261
10.7000,0.39115
10.7040,0.36631
10.7080,0.39632
10.7120,0.33844
10.7160,0.37094
10.7200,0.37029
10.7240,0.33589
10.7280,0.30883
10.7320,0.32106
10.7360,0.30955
10.7400,0.29428
10.7440,0.27065
10.7480,0.32083
10.7520,0.26309
10.7560,0.24391
10.7600,0.23248
10.7640,0.23707
10.7680,0.21858
10.7720,0.18518
10.7760,0.18728
10.7800,0.18969
10.7840,0.16635
10.7880,0.17574
10.7920,0.15906
10.7960,0.15954
10.8000,0.14828
10.8040,0.13542
10.8080,0.14462
10.8120,0.09300
10.8160,0.08403
10.8200,0.08886
10.8240,0.09039
10.8280,0.08750
10.8320,0.05864
10.8360,0.10195
10.8400,0.07793
10.8440,0.07723
10.8480,0.05427
10.8520,0.06448
10.8560,0.05967
10.8600,0.06767
10.8640,0.07788
10.8680,0.06100
10.8720,0.04653
10.8760,0.06199
10.8800,0.05793
10.8840,0.04146
